iata,name,city,countryName,regionName,utcOffsetHours,latitude,longitude
NBX,Nabire Airport,Nabire,Indonesia,Asia,9,-3.366667,135.433333
NCA,North Caicos Airport,North Caicos,Turks and Caicos Islands,Caribbean,-4,21.933333,-71.983333
NLK,Norfolk Island Airport,Norfolk Island,Norfolk Island,Oceania,11.5,-29.0425,167.939444
NDC,Nanded Airport,Nanded,India,Asia,5.5,19.183333,77.316667
NMA,Namangan Airport,Namangan,Uzbekistan,Asia,5,40.983333,71.6
NKI,Naukiti Airport,Naukiti,United States,North America,-8,55.366667,-133.216667
NEC,Necochea Airport,Necochea,Argentina,South America,-3,-38.566667,-58.75
NLO,N'Dolo Airport,Kinshasa,The Democratic Republic of The Congo,Africa,1,-4.325,15.326389
NLG,Nelson Lagoon Airport,Nelson Lagoon,United States,North America,-8,56.001389,-161.1525
NRK,Kungsangen Airport,Norrkoping,Sweden,Europe,2,58.583296,16.232393
NSH,Now Shahr Airport,Now Shahr,Iran,Asia,4.5,36.666667,51.5
NUK,Nukutavake Airport,"Nukutavake, Tuamoto Island",French Polynesia,Oceania,-10,-19.183333,-138.7
OCV,Aguasclaras Airport,Ocana,Colombia,South America,-5,8.25,-73.333333
OKI,Oki Island Airport,Oki Island,Japan,Asia,9,36.166667,133.316667
ODY,Oudomxay Airport,Oudomxay,Lao People's Democratic Republic,Asia,7,20.583333,104.166667
OHD,Ohrid Airport,Ohrid,Macedonia (FYROM),Europe,2,41.180231,20.743216
NZE,Nzerekore Airport,Nzerekore,Guinea,Africa,0,7.808333,-8.702778
ODN,Long Seridan Airport,Long Seridan,Malaysia,Asia,8,4.033333,115.066667
OLA,Orland Airport,Orland,Norway,Europe,2,63.7,9.616667
ONB,Ononge Airport,Ononge,Papua New Guinea,Asia,10,-8.583333,147.2
ORB,Orebro-Bofors Airport,Orebro,Sweden,Europe,2,59.225756,15.047543
OSK,Oskarshamn Airport,Oskarshamn,Sweden,Europe,2,57.266667,16.433333
KFS,Kastamonu Airport,Kastamonu,Turkey,Europe,3,41.306446,33.794951
OSM,Mosul Airport,Mosul,Iraq,Middle East,3,36.3075,43.149444
OOM,Cooma Airport,Cooma,Australia,Oceania,10,-36.308333,148.973333
OMR,Oradea Airport,Oradea,Romania,Europe,3,47.0275,21.903056
KOG,Khong Airport,Khong,Lao People's Democratic Republic,Asia,7,15.566667,105.816667
PAG,Pagadian Airport,Pagadian,Philippines,Asia,8,7.826667,123.4575
PCE,Painter Creek Airport,Painter Creek,United States,North America,-8,57.164167,-157.433056
PDA,Puerto Inirida Airport,Puerto Inirida,Colombia,South America,-5,3.883333,-67.883333
OYE,Oyem Airport,Oyem,Gabon,Africa,1,1.566667,11.583333
OXF,London Oxford Airport,Oxford,United Kingdom,Europe,1,51.836944,-1.32
KHR,Kharkhorin Airport,Kharkhorin,Mongolia,Asia,8,46.783333,102.85
PDV,Plovdiv Airport,Plovdiv,Bulgaria,Europe,3,42.3,24.716667
PGX,Perigueux Airport,Perigueux,France,Europe,2,45.183333,0.716667
PES,Petrozavodsk Airport,Petrozavodsk,Russian Federation,Europe,3,61.878284,34.153871
PET,Federal Airport,Pelotas,Brazil,South America,-3,-31.718056,-52.324444
PIF,Pingtung Airport,Pingtung,Republic of China Taiwan,Asia,8,22.705003,120.490232
KGG,Kedougou Airport,Kedougou,Senegal,Africa,0,12.570833,-12.217222
PIO,Pisco Airport,Pisco,Peru,South America,-5,-13.75,-76.216667
PKK,Pakokku Airport,Pakokku,Myanmar,Asia,6.5,21.343333,95.106389
PKN,Iskandar Airport,Pangkalanbun,Indonesia,Asia,7,-2.703815,111.669942
PJG,Panjgur Airport,Panjgur,Pakistan,Asia,5,26.966667,64.1
PKP,Puka Puka Airport,Puka Puka,French Polynesia,Oceania,-10,-14.75,-138.966667
PIW,Pikwitonei Airport,Pikwitonei,Canada,North America,-5,55.7,-97.333333
POR,Pori Airport,Pori,Finland,Europe,3,61.46866,21.791381
KGZ,Glacier Creek Airport,Glacier Creek,United States,North America,-8,61.45,-142.383333
KFA,Kiffa Airport,Kiffa,Mauritania,Africa,0,16.588889,-11.405278
PPK,Petropavlovsk Airport,Petropavlovsk,Kazakhstan,Asia,6,54.783333,69.183333
PML,Port Moller Air Force Station,Port Moller,United States,North America,-8,56.005556,-160.558333
POW,Portoroz Airport,Portoroz,Slovenia,Europe,2,45.516667,13.583333
KHJ,Kauhajoki Airport,Kauhajoki,Finland,Europe,3,62.463056,22.394722
PSU,Putussibau Airport,Putussibau,Indonesia,Asia,8,0.833333,112.933333
PPL,Phaplu Airport,Phaplu,Nepal,Asia,5.75,27.516667,86.6
KHK,Khark Airport,Khark,Iran,Asia,4.5,29.261667,50.323611
PVE,El Porvenir Airport,El Porvenir,Panama,Central America,-5,9.556982,-78.945754
PYC,Playon Chico Airport,Playon Chico,Panama,Central America,-5,9.574444,-79.605833
PUK,Pukarua Airport,"Pukarua, Tuamoto Island",French Polynesia,Oceania,-10,-18.296126,-137.017844
PZH,Zhob Airport,Zhob,Pakistan,Asia,5,31.333333,69.5
PWE,Pevek Airport,Pevek,Russian Federation,Europe,12,69.783333,170.6
PUD,Puerto Deseado Airport,Puerto Deseado,Argentina,South America,-3,-47.75,-65.916667
PYJ,Polyarnyj Airport,Polyarnyj,Russian Federation,Europe,9,66.416667,112.05
RCP,Cinder Park Airport,Cinder Park,United States,North America,-8,57.083056,-157.805556
RBV,Ramata Airport,Ramata,Solomon Islands,Oceania,11,-8.165556,157.639444
REA,Reao Airport,"Reao, Tuamoto Island",French Polynesia,Oceania,-10,-18.5,-136.4
REU,Reus Airport,Reus,Spain and Canary Islands,Europe,2,41.146102,1.153319
RCL,Redcliffe Airport,Redcliffe,Vanuatu,Oceania,11,-15.472,167.83501
RCM,Richmond Airport,Richmond,Australia,Oceania,10,-20.703889,143.116667
RDN,LTS Pulau Redang Airport,Redang,Malaysia,Asia,8,5.765278,103.006944
RJK,Rijeka Airport,Rijeka,Croatia,Europe,2,45.215833,14.568333
RIA,Santa Maria Airport,Santa Maria,Brazil,South America,-3,-29.710556,-53.6875
RKT,Ras Al Khaimah International Airport,Ras al-Khaimah,United Arab Emirates,Middle East,4,25.616667,55.941224
KHT,Khost Airport,Khost,Afghanistan,Asia,4.5,33.336574,69.960068
RNA,Ulawa Airport,Arona,Solomon Islands,Oceania,11,-9.864444,161.983056
RIG,Rio Grande Airport,Rio Grande,Brazil,South America,-3,-32.083333,-52.166667
RMP,Rampart Airport,Rampart,United States,North America,-8,65.508333,-150.140278
RJL,Agoncillo Airport,Logrono,Spain and Canary Islands,Europe,2,42.456944,-2.323611
RKE,Roskilde Airport,Copenhagen,Denmark,Europe,2,55.583333,12.133333
RLG,Laage Airport,Rostock-Laage,Germany,Europe,2,53.92,12.266667
RSI,Rio Sidra Airport,Rio Sidra,Panama,Central America,-5,8.966667,-80.333333
RVA,Farafangana Airport,Farafangana,Madagascar,Africa,3,-22.801944,47.819444
RVD,Rio Verde Airport,Rio Verde,Brazil,South America,-3,-17.716667,-50.933333
RZA,Santa Cruz Airport,Santa Cruz,Argentina,South America,-3,-50,-68.533333
RSA,Santa Rosa Airport,Santa Rosa,Argentina,South America,-3,-36.566667,-64.266667
SCZ,Santa Cruz Island Airport,Santa Cruz Island,Solomon Islands,Oceania,11,-11.616667,166.85
SAX,Sambu Airport,Sambu,Panama,Central America,-5,8.033333,-78.083333
SEN,London Southend Airport,Southend,United Kingdom,Europe,1,51.57265,0.698248
KHW,Khwai River Lodge Airport,Khwai River Lodge,Botswana,Africa,2,-19,23.5
SHC,Indaselassie Airport,Shire,Ethiopia,Africa,3,14.083742,38.268239
SGK,Sangapi Airport,Sangapi,Papua New Guinea,Asia,10,-5.083333,144.766667
SFJ,Kangerlussuaq Airport,Kangerlussuaq,Greenland,North America,-2,67.012222,-50.719722
SJL,Da Cachoeira Airport,Sao Gabriel,Brazil,South America,-4,-0.148333,-66.98556
SJY,Ilmajoki Airport,Seinajoki,Finland,Europe,3,62.692567,22.826712
SJK,Professor Urbano Ernesto Stumpf Airport,Sao Jose dos Campos,Brazil,South America,-3,-23.231623,-46.860303
SIG,Fernando Luis Ribas Dominicci Airport,San Juan,Puerto Rico,Caribbean,-4,18.456006,-66.099306
SLH,Sola Airport,Sola,Vanuatu,Oceania,11,-13.883333,167.55
SKU,Skiros Airport,Skiros,Greece,Europe,3,38.916667,24.566667
SLI,Solwezi Airport,Solwezi,Zambia,Africa,2,-12.172222,26.366667
SMI,Samos Airport,Samos,Greece,Europe,3,37.691448,26.914418
SOB,Sarmellek/Balaton Airport,Sarmellek,Hungary,Europe,2,46.713472,17.240444
SNR,Montoir Airport,Saint Nazaire,France,Europe,2,47.312047,-2.153864
SNO,Sakon Nakhon Airport,Sakon Nakhon,Thailand,Asia,7,17.283333,104.1
SPP,Menongue Airport,Menongue,Angola,Africa,1,-14.6375,17.725556
SRX,Gardabya Airport,Sert,Libya,Africa,2,31.05989,16.610722
SSR,Sara Airport,Arongbwaratu,Vanuatu,Oceania,11,-15.472951,168.153707
SUL,Sui Airport,Sui,Pakistan,Asia,5,28.648889,69.1725
SSE,Sholapur Airport,Sholapur,India,Asia,5.5,17.633333,75.933333
SRA,Santa Rosa Airport,Santa Rosa,Brazil,South America,-3,-27.866667,-54.483333
SVL,Savonlinna Airport,Savonlinna,Finland,Europe,3,61.944186,28.932545
SYB,Seal Bay Seaplane Base,Seal Bay,United States,North America,-8,58.36872,-152.214007
SVP,Kuito Airport,Kuito,Angola,Africa,1,-12.3997,16.955244
SYJ,Sirjan Airport,Sirjan,Iran,Asia,4.5,29.551414,55.665193
SWJ,South West Bay Airport,South West Bay,Vanuatu,Oceania,11,-16.25,167.166667
SVI,San Vicente Airport,San Vicente,Colombia,South America,-5,2.15,-74.766667
TCX,Tabas Airport,Tabas,Iran,Asia,4.5,33.667169,56.895559
TBI,New Bight Airport,Cat Island,Bahamas,Caribbean,-4,24.315,-75.453611
TCP,Taba International Airport,Taba,Egypt,Middle East,2,29.594197,34.777077
TBT,Tabatinga International Airport,Tabatinga,Brazil,South America,-5,-4.251359,-69.939568
TCD,Tarapaca Airport,Tarapaca,Colombia,South America,-5,-2.933333,-69.766667
TCT,Takotna Airport,Takotna,United States,North America,-8,62.992778,-156.065556
TGM,Tirgu Mures Airport,Tirgu Mures,Romania,Europe,3,46.533333,24.533333
TID,Bouchekif Airport,Tiaret,Algeria,Africa,1,35.343274,1.46946
TFF,Tefe Airport,Tefe,Brazil,South America,-4,-3.379786,-64.724217
TGJ,Tiga Airport,Tiga,New Caledonia,Oceania,11,-21.098359,167.802935
THZ,Tahoua Airport,Tahoua,Niger,Africa,1,14.872778,5.263889
TFI,Tufi Airport,Tufi,Papua New Guinea,Asia,10,-9.077691,149.316652
TJN,Takume Airport,Takume,French Polynesia,Oceania,-10,-15.850556,-142.266944
THN,Trollhattan Airport,Trollhattan,Sweden,Europe,2,58.266667,12.3
TME,Gabriel Vargas Santos Airport,Tame,Colombia,South America,-5,6.454619,-71.752051
TMR,Aguenar - Hadj Bey Akhamok Airport,Tamanrasset,Algeria,Africa,1,22.813283,5.44912
TOH,Torres Airstrip,Torres,Vanuatu,Oceania,11,-13.166667,166.75
TKV,Tuamoto  Airport,Tatakoto,French Polynesia,Oceania,-10,-17.283333,-138.333333
TKP,Takapoto Airport,Takapoto,French Polynesia,Oceania,-10,-15.45,-145.141667
TLJ,Tatalina Air Force Station,Tatalina,United States,North America,-8,62.885278,-155.968056
TKQ,Kigoma Airport,Kigoma,United Republic of Tanzania,Africa,3,-4.885,29.67
TPU,Tikapur Airport,Tikapur,Nepal,Asia,5.75,28.55,81.191667
BZP,Bizant Airport,Bizant,Australia,Oceania,10,-15.216667,144.633333
TPI,Tapini Airport,Tapini,Papua New Guinea,Asia,10,-8.366667,146.983333
TSO,Tresco Airport,Isles Of Scilly,United Kingdom,Europe,1,49.945556,-6.331389
TTB,Arbatax Airport,Tortoli,Italy,Europe,2,39.916667,9.683333
TTA,Tan Tan Airport,Tan Tan,Morocco,Africa,1,28.45,-11.083333
TRW,Bonriki Airport,Tarawa,Kiribati,Oceania,12,1.358333,172.941667
TYF,Torsby Airport,Torsby,Sweden,Europe,2,60.154484,12.99661
TUE,Tupile Airport,Tupile,Panama,Central America,-5,9.5725,-79.487222
TUR,Tucurui Airport,Tucurui,Brazil,South America,-3,-3.7,-49.733333
KIB,Ivanof Bay Sea Plane Base,Ivanof Bay,United States,North America,-8,55.893611,-159.5675
UGB,Ugashik Bay Airport,Pilot Point,United States,North America,-8,57.425291,-157.74422
KIG,Koingnaas Airport,Koingnaas,South Africa,Africa,2,-30.2,17.266667
ULP,Quilpie Airport,Quilpie,Australia,Oceania,10,-26.633333,144.3
TEI,Tezu Airport,Tezu,India,Asia,5.5,27.95,96.133333
ULA,San Julian Airport,San Julian,Argentina,South America,-3,-49.316667,-67.666667
ULG,Olgii Airport,Ulgit,Mongolia,Asia,8,48.992091,89.920228
KIE,Aropa Airport,Kieta,Papua New Guinea,Asia,10,-6.30425,155.725538
UGI,Uganik Airport,Uganik,United States,North America,-8,57.883333,-153.5
URE,Kuressaare Airport,Kuressaare,Estonia,Europe,3,58.216667,22.5
UNA,Una Airport,Una,Brazil,South America,-3,-15.353333,-38.997222
UKA,Ukunda Airport,Ukunda,Kenya,Africa,3,-4.3,39.566667
URO,Boos Airport,Rouen,France,Europe,2,49.388611,1.1875
VCL,Chu Lai International Airport,Tamky-Chulai Airport,Viet Nam,Asia,7,15.413901,108.70309
VDA,Ovda Airport,Ovda,Israel,Middle East,3,29.952014,34.9339
VDM,Gobernador Edgardo Castello Airport,Viedma,Argentina,South America,-3,-40.863332,-63.004979
UTU,Ustupo Airport,Ustupo,Panama,Central America,-5,9.666667,-78.833333
USQ,Usak Airport,Usak,Turkey,Europe,3,38.682222,29.471944
VHC,Saurimo Airport,Saurimo,Angola,Africa,1,-9.75,20.55
VOL,Nea Anchialos Airport,Volos,Greece,Europe,3,39.220291,22.792661
SRN,Strahan Airport,Strahan,Australia,Oceania,10,-42.15,145.316667
VHZ,Vahitahi Airport,Vahitahi,French Polynesia,Oceania,-10,-18.583333,-138.833333
VIC,Vicenza Airport,Vicenza,Italy,Europe,2,45.55,11.55
VVZ,Illizi Airport,Illizi,Algeria,Africa,1,26.533333,8.55
KII,Kibuli Airport,Kibuli,Papua New Guinea,Asia,10,-9.016389,142.695278
KIL,Kilwa Airport,Kilwa,The Democratic Republic of The Congo,Africa,1,-8.4,28.05
KIP,Kickapoo Airport,Wichita Falls,United States,North America,-5,33.9,-98.5
KIQ,Kira Airport,Kira,Papua New Guinea,Asia,10,-8.116667,147.35
KIU,Kiunga Airport,Kiunga,Kenya,Africa,3,-1.733333,41.516667
KIW,Southdowns Airport,Kitwe,Zambia,Africa,2,-12.839444,28.230556
KIY,Kilwa Airport,Kilwa,United Republic of Tanzania,Africa,3,-8.911944,39.511667
KOL,Koumala Airport,Koumala,Central African Republic,Africa,1,8.5,21.25
KOM,Komo Airport,Komo,Papua New Guinea,Asia,10,-6.133333,143.633333
KOQ,Koethen Airport,Koethen,Germany,Europe,2,51.716667,11.95
KOR,Kokoro Airport,Kokoro,Papua New Guinea,Asia,10,-7.808333,146.55
VRK,Varkaus Airport,Varkaus,Finland,Europe,3,62.172505,27.861281
KUP,Kupiano Airport,Kupiano,Papua New Guinea,Asia,10,-10.091667,148.166667
KUQ,Kuri Airport,Kuri,Papua New Guinea,Asia,10,-7.133333,143.266667
KUR,Kuran-O-Munjan Airport,Kuran-O-Munjan,Afghanistan,Asia,4.5,38.4,71.116667
KUM,Yakushima Airport,Yakushima,Japan,Asia,9,30.385556,130.659167
LCV,Lucca Airport,Lucca,Italy,Europe,2,43.833333,10.583333
YZU,Whitecourt Airport,Whitecourt,Canada,North America,-6,54.140492,-115.784721
TOV,West End Sea Plane Base,Tortola,British Virgin Islands,Caribbean,-4,18.45,-64.583333
YZE,Gore Bay Airport,Gore Bay,Canada,North America,-4,45.885278,-82.567778
ZUL,Zilfi Airport,Zilfi,Saudi Arabia,Middle East,3,26.25,44.833333
ZVA,Miandrivazo Airport,Miandrivazo,Madagascar,Africa,3,-19.5,45.466667
ZWA,Andapa Airport,Andapa,Madagascar,Africa,3,-14.65,49.616667
WIN,Winton Airport,Winton,Australia,Oceania,10,-22.35,143.066667
ZYI,Zunyi Xinzhou Airport,Zunyi,China,Asia,8,27.589673,106.999823
ZXQ,Solstad Airport,Solstad,Norway,Europe,2,60.183333,5.516667
ZWL,Wollaston Lake Airport,Wollaston Lake,Canada,North America,-6,58.106743,-103.1683
TYL,Captain FAP Victor Montes Arias Airport,Talara,Peru,South America,-5,-4.575406,-81.254489
SZV,Suzhou Airport,Suzhou,China,Asia,8,31.3,120.633333
AGV,Acarigua Airport,Acarigua,Venezuela,South America,-4.5,9.552222,-69.233333
YIG,Big Bay Marina Airport,Big Bay Marina,Canada,North America,-7,50.383333,-125.133333
SBK,Tremuson Airport,Saint Brieuc,France,Europe,2,48.513056,-2.808889
WHP,Whiteman Airport,Los Angeles,United States,North America,-7,34.05,-118.25
WUU,Wau Airport,Wau,South Sudan,Africa,3,7.746389,27.985278
WUZ,Changzhoudao Airport,Wuzhou,China,Asia,8,23.456062,111.251907
WYS,Yellowstone Airport,West Yellowstone,United States,North America,-6,44.686667,-111.104722
WNR,Windorah Airport,Windorah,Australia,Oceania,10,-25.416667,142.666667
WWP,Whale Pass Airport,Whale Pass,United States,North America,-8,56.666667,-133.833333
WTP,Woitape Airport,Woitape,Papua New Guinea,Asia,10,-8.55,147.25
WNS,Nawabshah Airport,Nawabshah,Pakistan,Asia,5,26.219444,68.392222
WPM,Wipim Airport,Wipim,Papua New Guinea,Asia,10,-8.816667,143.033333
XBR,Brockville Airport,Brockville,Canada,North America,-4,44.583333,-75.683333
WTS,Tsiroanomandidy Airport,Tsiroanomandidy,Madagascar,Africa,3,-18.757222,46.054444
YCF,Cortes Bay Seaplane Base,Cortes Bay,Canada,North America,-7,50.061767,-124.931123
YAV,Miner's Bay Seaplane Base,Miner's Bay,Canada,North America,-7,48.852232,-123.301531
YAJ,Lyall Harbour Seaplane Base,Lyall Harbour,Canada,North America,-7,48.798213,-123.200829
YBW,Bedwell Harbour Water Aerodrome,Bedwell Harbour,Canada,North America,-7,48.747275,-123.228615
XMS,Macas Airport,Macas,Ecuador,South America,-5,-2.316667,-78.133333
YCC,Cornwall Regional Airport,Cornwall,Canada,North America,-4,45.1,-74.566667
YCA,Courtenay Airport,Courtenay,Canada,North America,-7,49.683333,-124.983333
YDS,Desolation Sound,Desolation Sound,Canada,North America,-7,50.333332,-125
YES,Yasuj Airport,Yasouj,Iran,Asia,4.5,30.699773,51.552762
YGG,Ganges Harbor Seaplane Base,Ganges Harbor,Canada,North America,-7,48.85392,-123.496333
YEI,Yenisehir Airport,Bursa,Turkey,Europe,3,40.255767,29.544743
YGZ,Grise Fiord Airport,Grise Fiord,Canada,North America,-4,76.417778,-82.957222
YGN,Greenway Sound Airport,Greenway Sound,Canada,North America,-7,50.85,-126.85
YGV,Havre St. Pierre Airport,Havre St. Pierre,Canada,North America,-4,50.25,-63.583333
YMF,Montague Harbor Seaplane Base,Montague Harbour,Canada,North America,-7,48.891578,-123.391963
YHS,Sechelt Airport,Sechelt,Canada,North America,-7,49.466667,-123.75
YHH,Campbell River Water Aerodrome,Campbell River,Canada,North America,-7,50.047777,-125.25647
YHB,Hudson Bay Airport,Hudson Bay,Canada,North America,-6,52.866667,-102.416667
YLC,Kimmirut Airport,Kimmirut/Lake Harbour,Canada,North America,-4,62.85,-69.883333
KXF,Koro Island Airport,Koro,Fiji,Oceania,12,-17.344412,179.419077
SNC,General Ulpiano Paez Airport,Salinas,Ecuador,South America,-5,-2.203127,-80.991491
XYA,Yandina Airport,Yandina,Solomon Islands,Oceania,11,-9.116667,159.216667
GYI,Gisenyi Airport,Gisenyi,Rwanda,Africa,2,-1.683333,29.25
KVB,Skovde Airport,Skovde,Sweden,Europe,2,58.45,13.966667
MMJ,Matsumoto Airport,Matsumoto,Japan,Asia,9,36.233333,137.966667
MDS,Middle Caicos Airport,Middle Caicos,Turks and Caicos Islands,Caribbean,-4,21.783333,-71.716667
ICI,Cicia Airport,Cicia,Fiji,Oceania,12,-17.75,-179.333333
YPT,Pender Harbour Water Aerodrome,Pender Harbour,Canada,North America,-7,49.62357,-124.025347
YMP,Port McNeill Seaplane Base,Port McNeill,Canada,North America,-7,50.591943,-127.088428
JEF,Jefferson City Memorial Airport,Jefferson City,United States,North America,-5,38.592222,-92.156389
YOO,Oshawa Municipal Airport,Oshawa,Canada,North America,-4,43.916667,-78.9
KVK,Kirovsk Airport,Kirovsk,Russian Federation,Europe,3,67.583333,33.583333
YPO,Peawanuk Airport,Peawanuk,Canada,North America,-4,54.983333,-85.433333
YOD,Cold Lake Airport,Cold Lake,Canada,North America,-6,54.466667,-110.25
LDV,Landivisiau Airport,Landivisiau,France,Europe,2,48.5,-4.1
NFO,Mata'aho Airport,Niuafo'ou,Tonga,Oceania,13,-15.6,-175.65
NGI,Ngau Island Airport,Ngau Island,Fiji,Oceania,12,-18,179.333333
YRJ,Roberval Airport,Roberval,Canada,North America,-4,48.522342,-72.267327
RTA,Rotuma Island Airport,Rotuma Island,Fiji,Oceania,12,-12.4825,177.0711
YRR,Stuart Island Seaplane Base,Stuart Island,Canada,North America,-7,50.392346,-125.138095
KXU,Katiu Airport,Katiu,French Polynesia,Oceania,-10,-16.339444,-144.403056
NNA,Naval Air Field,Kenitra,Morocco,Africa,1,34.266667,-6.666667
TNZ,Tosontsengel Airport,Tosontsengel,Mongolia,Asia,8,48.739722,98.275278
UUN,Baruun-Urt Airport,Baruun-Urt,Mongolia,Asia,8,46.683333,113.283333
TTU,Sania Ramel Airport,Tetouan,Morocco,Africa,1,35.591244,-5.330265
WMR,Mananara Nord Airport,Mananara,Madagascar,Africa,3,-16.164107,49.774969
PEX,Pechora Airport,Pechora,Russian Federation,Europe,3,65.116667,57.133333
YPZ,Burns Lake Airport,Burns Lake,Canada,North America,-7,54.233333,-125.766667
YSH,Smith Falls Airport,Smith Falls,Canada,North America,-4,44.94829,-75.939592
YSY,Sachs Harbour Airport,Sachs Harbour,Canada,North America,-6,71.991445,-125.241046
YNG,Youngstown-Warren Regional Airport,Youngstown,United States,North America,-4,41.256111,-80.669722
IJK,Izhevsk Airport,Izhevsk,Russian Federation,Europe,4,56.830447,53.456529
SIA,Xiguan Airport,Xian,China,Asia,8,34.375941,109.119659
KOU,Koulamoutou Airport,Koulamoutou,Gabon,Africa,1,-1.116667,12.508333
YTM,Mont-Tremblant International Airport,La Macaza,Canada,North America,-4,46.405758,-74.780056
YTD,Thicket Portage Airport,Thicket Portage,Canada,North America,-5,55.316667,-97.7
MJL,Mouila Airport,Mouila,Gabon,Africa,1,-1.817778,10.924167
LER,Leinster Airport,Leinster,Australia,Oceania,8,-27.833333,120.616667
YTG,Sullivan Bay Seaplane Base,Sullivan Bay,Canada,North America,-7,50.885287,-126.828473
WUN,Wiluna Airport,Wiluna,Australia,Oceania,8,-26.633333,120.216667
LVO,Laverton Airport,Laverton,Australia,Oceania,8,-28.633333,122.366667
LOU,Bowman Field,Louisville,United States,North America,-4,38.227275,-85.656879
ACS,Achinsk Airport,Achinsk,Russian Federation,Europe,7,56.266667,90.566667
EIE,Eniseysk Airport,Eniseysk,Russian Federation,Europe,7,58.466667,92.116667
NVR,Novgorod Airport,Novgorod,Russian Federation,Europe,3,58.516667,31.3
YWS,Whistler Airport,Whistler,Canada,North America,-7,50.15,-122.966667
ZIG,Ziguinchor Airport,Ziguinchor,Senegal,Africa,0,12.556111,-16.275833
BSB,Brasilia International Airport,Brasilia,Brazil,South America,-3,-15.869807,-47.921486
ZND,Zinder Airport,Zinder,Niger,Africa,1,13.779444,8.983056
AEH,Abecher Airport,Abecher,Chad,Africa,1,13.851389,20.850833
AOC,Altenburg Nobitz Airport,Altenburg,Germany,Europe,2,50.983333,12.45
ASA,Assab Airport,Assab,Eritrea,Africa,3,13.07,42.638333
BIF,Biggs Army Air Field,El Paso,United States,North America,-6,31.854273,-106.375514
TVA,Morafenobe Airport,Morafenobe,Madagascar,Africa,3,-17.849444,44.919167
ROI,Roi Et Airport,Roi Et,Thailand,Asia,7,16.115278,103.776944
SME,Pulaski County Airport,Somerset,United States,North America,-4,37.083333,-84.6
MSW,Massawa Airport,Massawa,Eritrea,Africa,3,15.603333,39.441111
VOK,Volk Field,Camp Douglas,United States,North America,-5,43.937056,-90.256884
XCR,Vatry Airport,Chalons Sur Marne,France,Europe,2,48.767778,4.201111
CER,Cherbourg-Maupertus Airport,Cherbourg,France,Europe,2,49.650812,-1.475198
COH,Cooch Behar Airport,Cooch Behar,India,Asia,5.5,26.333333,89.466667
CSK,Cap Skirring Airport,Cap Skirring,Senegal,Africa,0,12.392154,-16.744121
CEG,Hawarden Airport,Chester,United Kingdom,Europe,1,53.178603,-2.970718
TNH,Tonghua Sanyuanpu Airport,Sanyuanpu,China,Asia,8,42.253889,125.703889
BQA,Dr. Juan C. Angara Airport,Baler,Philippines,Asia,8,15.732205,121.502761
NXX,Willow Grove Naval Air Station,Willow Grove,United States,North America,-4,40.2,-75.133333
ATR,Mouakchott Airport,Atar,Mauritania,Africa,0,20.499444,-13.046389
DEF,Dezful Airport,Dezful,Iran,Asia,4.5,32.438827,48.384683
NHD,Minhad Military Airport,Minhad,United Arab Emirates,Middle East,4,25.023756,55.373654
VAV,Lupepau'u Airport,Vava'u,Tonga,Oceania,13,-18.585537,-173.96436
OIA,Ourilandia Airport,Ourilandia,Brazil,South America,-3,-6.761303,-51.049001
HPA,Salote Pilolevu Airport,Ha'Apai,Tonga,Oceania,13,-19.778537,-174.340885
LNO,Leonora Airport,Leonora,Australia,Oceania,8,-28.879344,121.316924
MKR,Meekatharra Airport,Meekatharra,Australia,Oceania,8,-26.61113,118.545959
OAM,Oamaru Airport,Oamaru,New Zealand,Oceania,12,-44.970281,171.081889
JYR,Jiroft Airport,Jiroft,Iran,Asia,4.5,28.716667,57.666667
HHQ,Hua Hin Airport,Hua Hin,Thailand,Asia,7,12.6274,99.951446
ILL,Willmar Airport,Willmar,United States,North America,-5,45.115278,-95.085278
ENE,H. Hasan Aroeboesman Airport,Ende,Indonesia,Asia,8,-8.848239,121.664653
VCD,Victoria River Downs Airport,Victoria River Downs,Australia,Oceania,9.5,-16.4,131
FOM,Foumban Airport,Foumban,Cameroon,Africa,1,5.75,10.833333
FOU,Fougamou Airport,Fougamou,Gabon,Africa,1,-1.2,10.783333
FPY,Perry-Foley Airport,Perry,United States,North America,-4,30.116667,-83.583333
MXN,Morlaix Airport,Morlaix,France,Europe,2,48.6,-3.816667
TZA,Belize City Municipal Airport,Belize City,Belize,Central America,-6,17.51578,-88.194394
SPR,San Pedro Airport,San Pedro,Belize,Central America,-6,17.917067,-87.96571
PND,Punta Gorda Airport,Punta Gorda,Belize,Central America,-6,16.10237,-88.807849
YFR,Fort Resolution Airport,Fort Resolution,Canada,North America,-6,61.183333,-113.683333
RVS,Richard Lloyd Jones Jr Airport,Tulsa,United States,North America,-5,36.038843,-95.98448
OAL,Cacoal Airport,Cacoal,Brazil,South America,-4,-11.432666,-61.477179
BLV,Scott AFB/Mid America Airport,Belleville,United States,North America,-5,38.540045,-89.809506
IXW,Sonari Airport,Jamshedpur,India,Asia,5.5,22.813056,86.168889
LPX,Liepaya Airport,Liepaya,Latvia,Europe,3,56.516667,21.1
RBH,Brooks Lodge Airport,Brooks Lodge,United States,North America,-8,58.55,-155.8
CZH,Corozal Airport,Corozal,Belize,Central America,-6,18.382333,-88.410674
MWO,Middletown Regional Airport,Middletown,United States,North America,-4,39.529251,-84.394168
